"<Darkness:20>","<Darkness:20>"
"\n<\n[3]>ちょうだーい♥
そんなものより気持ちいいことしよーよー。
意地はんないでさー。","\n<\n[3]>Give it here-♥
I gave you something that felt even better.
Don't be greedy now."
"\n<\n[3]>あはは♥うんうん♥いーよ♪
じゃそれあたしのね♥
もーらい♥","\n<\n[3]>Ahaha♥Yes, yes♥ Good♪
It's all mine now♥
Gimme♥"
"--------ここからクリア------------",
"\n<\n[3]>あーだめ。
これ以上ちゅーしてたらあたしがバカになる。
おーわり！","\n<\n[3]>Ah, it's no good.
I'll look stupid if I sit here kissing you anymore.
That's all for me!"
"\n<\n[3]>強情だなぁ。
もういいや。
いらない。諦める。","\n<\n[3]>You're so stubborn.
Fine then. I don't need it.
I give up."
"\n<\n[3]>でももっかいちゅーしたくなったら
いつでも言ってね。
それ貰うけど。ばいばーい！","\n<\n[3]>But if you feel like smooching again, just 
tell me. I'll take that thing off your hands.
Bye bye!"
"アニメ回想","アニメ回想"
"アニメビューアは使用できません。
※ノーマルエンド後に解放条件が表示されます。","アニメビューアは使用できません。
※ノーマルエンド後に解放条件が表示されます。"
"アニメビューアは使用できません。
※リリスのLVを99にしてEXバトルに勝利すると解禁されます。","アニメビューアは使用できません。
※リリスのLVを99にしてEXバトルに勝利すると解禁されます。"
"アニメビューアを使用しますか？
※作中のアニメを自由に見ることが出来ます。","アニメビューアを使用しますか？
※作中のアニメを自由に見ることが出来ます。"
"使用する","Use"
"やめておく","Maybe not."
"\>キャラクターIDを選んでください　0～63","\>キャラクターIDを選んでください　0～63"
"キャラID","Character ID"
"アニメを見る","View animations"
"効果音","Sound effects"
"待機モーション",
"解説を読む","Read commentary"
"やめる","Exit"
"終わる","終わる"
"操作説明を表示する","操作説明を表示する"
"操作説明を隠す","操作説明を隠す"
"手コキ系","手コキ系"
"フェラ系","Blowjobs"
"パイズリ系","Paizuri"
"ピストン系","Pumping"
"射精音","Ejaculation sound"
"無し","無し"
"強気","強気"
"弱気","弱気"
"絶頂","絶頂"
"まずキャラクターIDを選択して見たいキャラを決定します。
1つのIDにつき攻撃モーションが4種類×3(強気、弱気、射精）と
待機モーションが3種類（強気、弱気、絶頂）あります。","まずキャラクターIDを選択して見たいキャラを決定します。
1つのIDにつき攻撃モーションが4種類×3(強気、弱気、射精）と
待機モーションが3種類（強気、弱気、絶頂）あります。"
"『アニメを見る』を選択するとウィンドウが非表示になり
方向キーを押すだけで表情や再生速度、射精アニメを
自由に変更できます。","『アニメを見る』を選択するとウィンドウが非表示になり
方向キーを押すだけで表情や再生速度、射精アニメを
自由に変更できます。"
"上キー：射精アニメ切替　下キー：表情切替
右キー：再生速度変更　　左キー：モーション変更
SHIFT ：キャラID変更　　","Up key: Ejaculation animation Down key: Switch expression
Right key: Playback speed Left key: Switch action
Shift key: Change character ID"
"PageUP  ：キャラクターID +1
PageDown：キャラクターID -1
キャンセルキー：終了/操作説明の非表示","Page Up  ：Character ID +1
Page Down：Character ID -1
Cancel key：Exit/Hide instructions"
"『効果音』の選択肢から音を変更することが出来ます。
音は再生速度によって速さが自動で変更されます。","『効果音』の選択肢から音を変更することが出来ます。
音は再生速度によって速さが自動で変更されます。"
"アーコアイテム",
"\n<アーコ>\n[1]、これ持って行って。
早くみんなを助けよう！","\n<Ako>\n[1], take this.
Let's hurry and save everybody!"
"\n<アーコ>リリーと\n[1]が一緒に行動してるのって
なんか変だね。","\n<Ako>It's so strange seeing Lily and \n[1]
working together."
"\n<リリー>今だけよ。
敵の敵は味方。","\n<Lily>This is only temporary.
The enemy of my enemy is my friend."
"\n<アーコ>うーん、この研究所は何なんだろう。
何のために・・・","\n<Ako>Hmm, what's the lab here for?
What purpose could it have..."
"\n<アーコ>使えるもの見つけたよ！
持って行って！お金は取らないから。
今はね。","\n<Ako>I found something useful!
Here, take it! I'm not going to charge you.
Not right now."
"\n<アーコ>リリー、\n[1]とケンカしちゃだめだよ。
仲良くね。","\n<Ako>Lily, don't fight with \n[1].
Play nicely."
"\n<リリー>煽ってんの？","\n<Lily>Are you mocking me?"
"\n<アーコ>こういうとこって多分、
非常口とかあると思うんだよね。
私、探してみとく。","\n<Ako>This sort of place almost always
has an emergency exit.
I'll try to hunt it down."
"\n<アーコ>こんな場所があるなんて全然分からなかったなぁ。
森の中の、霧の中の、地面の下なんて。
よっぽど隠したかったんだろうね。","\n<Ako>I seriously had no idea this place existed.
Deep in the woods, shrouded in mist, buried underground.
They really wanted to keep it hidden."
"\n<アーコ>地下の研究所なんて絶対悪いこと考えてるじゃん。
シィナ達が心配だよ・・・","\n<Ako>Nothing good ever happens in an underground lab.
I'm worried about Shina and the others..."
"\n<アーコ>草が邪魔な時は斬るか燃やせばいいよ。
何か隠れてるかもしれないし。","\n<Ako>If there's grass blocking you, cut it or burn it.
You might find something hidden inside."
"\n<アーコ>沢山人間が住んでる場所の上で暮らしてたなんて
リリー鈍すぎない？","\n<Ako>Imagine living on top of all these humans all this time.
You'd have to be pretty dense, huh, Lily?"
"\n<リリー>オークとかシィナとかうるさいのがいたから・・・","\n<Lily>I spent all that time dealing with Shina and those orcs..."
"\n<アーコ>また何か見つけたらあげるね！","\n<Ako>If I find anything else, it's all yours!"
"手がかり",
"ERS_テンプレートランダム生成 70 1 2 3 0 0",
"\n<アーコ>\n[1]・・・！？
こっちこっち・・・！","\n<Ako>\n[1]...!?
Over here! Over here...!"
"・・・！
アーコ！","...!
Ako!"
"\n<アーコ>うわぁ、随分小さくなったね。
淫魔が集まってるから、何かと思ったら・・・","\n<Ako>Woah, you got so tiny. The succubi were all
gathered here, so I wondered what was up..."
"\n<アーコ>お薬お薬・・・
確か状態異常のお薬が・・・","\n<Ako>Where did I put that medicine...
I'm sure I've got a shrink-cure in here..."
"\n<アーコ>戻った。
よしよし。","\n<Ako>Welcome back.
Good stuff. Good stuff."
"\n<リリー>ふぅ。助かったわ。
ありがとう。","\n<Lily>Phew. You really saved us.
Thank you so much."
"\n<アーコ>ほいほい。","\n<Ako>Sure sure."
